date,AverageTemperature,State
01-04-1987,30.46,Karnataka
01-05-1987,29.8,Karnataka
01-06-1987,27.118,Karnataka
01-07-1987,26.21,Karnataka
01-08-1987,25.803,Karnataka
01-09-1987,26.708,Karnataka
01-10-1987,25.718,Karnataka
01-11-1987,24.653,Karnataka
01-12-1987,23.5,Karnataka
01-01-1988,23.765,Karnataka
01-02-1988,26.739,Karnataka
01-03-1988,29.038,Karnataka
01-04-1988,29.666,Karnataka
01-05-1988,30.378,Karnataka
01-06-1988,27.035,Karnataka
01-07-1988,25.101,Karnataka
01-08-1988,25.024,Karnataka
01-09-1988,25.192,Karnataka
01-10-1988,25.525,Karnataka
01-11-1988,24.149,Karnataka
01-12-1988,23.083,Karnataka
01-01-1989,23.573,Karnataka
01-02-1989,25.575,Karnataka
01-03-1989,27.543,Karnataka
01-04-1989,29.791,Karnataka
01-05-1989,29.858,Karnataka
01-06-1989,26.06,Karnataka
01-07-1989,24.955,Karnataka
01-08-1989,24.618,Karnataka
01-09-1989,24.94,Karnataka
01-10-1989,25.69,Karnataka
01-11-1989,24.627,Karnataka
01-12-1989,23.28,Karnataka
01-01-1990,23.774,Karnataka
01-02-1990,25.823,Karnataka
01-03-1990,28.041,Karnataka
01-04-1990,30.191,Karnataka
01-05-1990,28.177,Karnataka
01-06-1990,25.898,Karnataka
01-07-1990,24.714,Karnataka
01-08-1990,24.613,Karnataka
01-09-1990,25.367,Karnataka
01-10-1990,25.129,Karnataka
01-11-1990,24.482,Karnataka
01-12-1990,23.586,Karnataka
01-01-1991,24.241,Karnataka
01-02-1991,26.138,Karnataka
01-03-1991,29.101,Karnataka
01-04-1991,29.748,Karnataka
01-05-1991,30.303,Karnataka
01-06-1991,26.36,Karnataka
01-07-1991,24.695,Karnataka
01-08-1991,24.751,Karnataka
01-09-1991,25.859,Karnataka
01-10-1991,25.479,Karnataka
01-11-1991,24.324,Karnataka
01-12-1991,22.78,Karnataka
01-01-1992,22.727,Karnataka
01-02-1992,25.437,Karnataka
01-03-1992,28.463,Karnataka
01-04-1992,30.048,Karnataka
01-05-1992,29.574,Karnataka
01-06-1992,27.04,Karnataka
01-07-1992,25.465,Karnataka
01-08-1992,24.696,Karnataka
01-09-1992,25.561,Karnataka
01-10-1992,25.433,Karnataka
01-11-1992,24.575,Karnataka
01-12-1992,22.45,Karnataka
01-01-1993,23.572,Karnataka
01-02-1993,25.118,Karnataka
01-03-1993,28.001,Karnataka
01-04-1993,29.979,Karnataka
01-05-1993,30.198,Karnataka
01-06-1993,27.315,Karnataka
01-07-1993,25.412,Karnataka
01-08-1993,25.276,Karnataka
01-09-1993,25.154,Karnataka
01-10-1993,25.257,Karnataka
01-11-1993,24.504,Karnataka
01-12-1993,22.641,Karnataka
01-01-1994,23.824,Karnataka
01-02-1994,25.622,Karnataka
01-03-1994,29.069,Karnataka
01-04-1994,29.199,Karnataka
01-05-1994,30.203,Karnataka
01-06-1994,26.17,Karnataka
01-07-1994,24.772,Karnataka
01-08-1994,25.245,Karnataka
01-09-1994,25.653,Karnataka
01-10-1994,25.18,Karnataka
01-11-1994,23.854,Karnataka
01-12-1994,22.402,Karnataka
01-01-1995,22.82,Karnataka
01-02-1995,25.919,Karnataka
01-03-1995,28.362,Karnataka
01-04-1995,30.086,Karnataka
01-05-1995,29.049,Karnataka
01-06-1995,27.92,Karnataka
01-07-1995,25.219,Karnataka
01-08-1995,25.602,Karnataka
01-09-1995,25.749,Karnataka
01-10-1995,25.466,Karnataka
01-11-1995,24.872,Karnataka
01-12-1995,23.614,Karnataka
01-01-1996,24.5,Karnataka
01-02-1996,26.164,Karnataka
01-03-1996,29.249,Karnataka
01-04-1996,29.752,Karnataka
01-05-1996,30.437,Karnataka
01-06-1996,26.887,Karnataka
01-07-1996,25.436,Karnataka
01-08-1996,24.905,Karnataka
01-09-1996,25.287,Karnataka
01-10-1996,24.793,Karnataka
01-11-1996,24.577,Karnataka
01-12-1996,22.859,Karnataka
01-01-1997,23.193,Karnataka
01-02-1997,25.054,Karnataka
01-03-1997,28.4,Karnataka
01-04-1997,28.865,Karnataka
01-05-1997,29.838,Karnataka
01-06-1997,27.408,Karnataka
01-07-1997,25.898,Karnataka
01-08-1997,25.436,Karnataka
01-09-1997,26.055,Karnataka
01-10-1997,26.135,Karnataka
01-11-1997,25.54,Karnataka
01-12-1997,24.588,Karnataka
01-01-1998,24.813,Karnataka
01-02-1998,26.237,Karnataka
01-03-1998,29.045,Karnataka
01-04-1998,30.931,Karnataka
01-05-1998,30.842,Karnataka
01-06-1998,27.871,Karnataka
01-07-1998,25.878,Karnataka
01-08-1998,25.847,Karnataka
01-09-1998,25.315,Karnataka
01-10-1998,25.111,Karnataka
01-11-1998,24.779,Karnataka
01-12-1998,23.043,Karnataka
01-01-1999,23.127,Karnataka
01-02-1999,26.427,Karnataka
01-03-1999,29.123,Karnataka
01-04-1999,29.88,Karnataka
01-05-1999,28.201,Karnataka
01-06-1999,26.13,Karnataka
01-07-1999,25.22,Karnataka
01-08-1999,25.385,Karnataka
01-09-1999,25.669,Karnataka
01-10-1999,25.478,Karnataka
01-11-1999,24.636,Karnataka
01-12-1999,23.146,Karnataka
01-01-2000,24.48,Karnataka
01-02-2000,25.542,Karnataka
01-03-2000,28.087,Karnataka
01-04-2000,30.293,Karnataka
01-05-2000,29.06,Karnataka
01-06-2000,25.894,Karnataka
01-07-2000,25.046,Karnataka
01-08-2000,24.874,Karnataka
01-09-2000,25.902,Karnataka
01-10-2000,25.609,Karnataka
01-11-2000,24.883,Karnataka
01-12-2000,22.84,Karnataka
01-01-2001,24.1,Karnataka
01-02-2001,26.717,Karnataka
01-03-2001,28.596,Karnataka
01-04-2001,29.56,Karnataka
01-05-2001,29.979,Karnataka
01-06-2001,26.639,Karnataka
01-07-2001,25.59,Karnataka
01-08-2001,24.993,Karnataka
01-09-2001,26.041,Karnataka
01-10-2001,25.192,Karnataka
01-11-2001,25.221,Karnataka
01-12-2001,23.598,Karnataka
01-01-2002,23.81,Karnataka
01-02-2002,26.207,Karnataka
01-03-2002,29.105,Karnataka
01-04-2002,30.596,Karnataka
01-05-2002,30.03,Karnataka
01-06-2002,26.722,Karnataka
01-07-2002,26.277,Karnataka
01-08-2002,25.073,Karnataka
01-09-2002,26.19,Karnataka
01-10-2002,26.039,Karnataka
01-11-2002,24.777,Karnataka
01-12-2002,23.734,Karnataka
01-01-2003,24.371,Karnataka
01-02-2003,27.089,Karnataka
01-03-2003,29.111,Karnataka
01-04-2003,30.229,Karnataka
01-05-2003,30.732,Karnataka
01-06-2003,28.071,Karnataka
01-07-2003,25.79,Karnataka
01-08-2003,25.559,Karnataka
01-09-2003,25.855,Karnataka
01-10-2003,25.807,Karnataka
01-11-2003,25.171,Karnataka
01-12-2003,23.374,Karnataka
01-01-2004,23.871,Karnataka
01-02-2004,26.047,Karnataka
01-03-2004,29.39,Karnataka
01-04-2004,30.126,Karnataka
01-05-2004,28.069,Karnataka
01-06-2004,26.368,Karnataka
01-07-2004,25.346,Karnataka
01-08-2004,25.099,Karnataka
01-09-2004,25.388,Karnataka
01-10-2004,25.212,Karnataka
01-11-2004,24.77,Karnataka
01-12-2004,23.248,Karnataka
01-01-2005,24.447,Karnataka
01-02-2005,26.404,Karnataka
01-03-2005,28.708,Karnataka
01-04-2005,29.491,Karnataka
01-05-2005,30.092,Karnataka
01-06-2005,27.411,Karnataka
01-07-2005,25.307,Karnataka
01-08-2005,25.166,Karnataka
01-09-2005,25.233,Karnataka
01-10-2005,25.097,Karnataka
01-11-2005,23.675,Karnataka
01-12-2005,23.142,Karnataka
01-01-2006,23.971,Karnataka
01-02-2006,25.749,Karnataka
01-03-2006,28.068,Karnataka
01-04-2006,29.853,Karnataka
01-05-2006,29.213,Karnataka
01-06-2006,26.627,Karnataka
01-07-2006,25.635,Karnataka
01-08-2006,25.319,Karnataka
01-09-2006,25.843,Karnataka
01-10-2006,25.805,Karnataka
01-11-2006,24.968,Karnataka
01-12-2006,23.389,Karnataka
01-01-2007,24.147,Karnataka
01-02-2007,25.728,Karnataka
01-03-2007,29.024,Karnataka
01-04-2007,30.068,Karnataka
01-05-2007,29.909,Karnataka
01-06-2007,26.573,Karnataka
01-07-2007,25.727,Karnataka
01-08-2007,25.282,Karnataka
01-09-2007,25.194,Karnataka
01-10-2007,25.553,Karnataka
01-11-2007,24.186,Karnataka
01-12-2007,23.781,Karnataka
01-01-2008,23.723,Karnataka
01-02-2008,25.645,Karnataka
01-03-2008,27.365,Karnataka
01-04-2008,29.356,Karnataka
01-05-2008,29.592,Karnataka
01-06-2008,26.667,Karnataka
01-07-2008,25.923,Karnataka
01-08-2008,25.173,Karnataka
01-09-2008,25.348,Karnataka
01-10-2008,25.613,Karnataka
01-11-2008,24.802,Karnataka
01-12-2008,23.852,Karnataka
01-01-2009,23.997,Karnataka
01-02-2009,26.74,Karnataka
01-03-2009,28.811,Karnataka
01-04-2009,30.423,Karnataka
01-05-2009,29.785,Karnataka
01-06-2009,27.297,Karnataka
01-07-2009,25.493,Karnataka
01-08-2009,25.92,Karnataka
01-09-2009,25.694,Karnataka
01-10-2009,25.603,Karnataka
01-11-2009,24.947,Karnataka
01-12-2009,23.986,Karnataka
01-01-2010,24.031,Karnataka
01-02-2010,26.557,Karnataka
01-03-2010,29.485,Karnataka
01-04-2010,30.774,Karnataka
01-05-2010,30.368,Karnataka
01-06-2010,27.254,Karnataka
01-07-2010,25.108,Karnataka
01-08-2010,25.223,Karnataka
01-09-2010,25.464,Karnataka
01-10-2010,25.517,Karnataka
01-11-2010,24.91,Karnataka
01-12-2010,22.896,Karnataka
01-01-2011,23.294,Karnataka
01-02-2011,25.147,Karnataka
01-03-2011,28.504,Karnataka
01-04-2011,28.973,Karnataka
01-05-2011,29.585,Karnataka
01-06-2011,26.764,Karnataka
01-07-2011,25.296,Karnataka
01-08-2011,25.165,Karnataka
01-09-2011,25.751,Karnataka
01-10-2011,26.109,Karnataka
01-11-2011,24.841,Karnataka
01-12-2011,23.749,Karnataka
01-01-2012,23.884,Karnataka
01-02-2012,26.246,Karnataka
01-03-2012,28.748,Karnataka
01-04-2012,29.813,Karnataka
01-05-2012,30.04,Karnataka
01-06-2012,27.82,Karnataka
01-07-2012,26.174,Karnataka
01-08-2012,25.833,Karnataka
01-09-2012,26.056,Karnataka
01-10-2012,25.78,Karnataka
01-11-2012,24.819,Karnataka
01-12-2012,24.431,Karnataka
01-01-2013,24.722,Karnataka
01-02-2013,26.46,Karnataka
01-03-2013,28.983,Karnataka
01-04-2013,30.325,Karnataka
01-05-2013,30.62,Karnataka
01-06-2013,26.372,Karnataka
01-07-2013,25.019,Karnataka
01-08-2013,25.321,Karnataka
,,
01-01-1980,26.094,Kerala
01-02-1980,27.156,Kerala
01-03-1980,28.559,Kerala
01-04-1980,29.059,Kerala
01-05-1980,28.956,Kerala
01-06-1980,26.273,Kerala
01-07-1980,25.433,Kerala
01-08-1980,25.516,Kerala
01-09-1980,26.194,Kerala
01-10-1980,26.284,Kerala
01-11-1980,26.629,Kerala
01-12-1980,26.326,Kerala
01-01-1981,26.036,Kerala
01-02-1981,27.025,Kerala
01-03-1981,28.628,Kerala
01-04-1981,29.133,Kerala
01-05-1981,28.463,Kerala
01-06-1981,25.512,Kerala
01-07-1981,25.711,Kerala
01-08-1981,25.457,Kerala
01-09-1981,25.646,Kerala
01-10-1981,26.076,Kerala
01-11-1981,26.06,Kerala
01-12-1981,25.722,Kerala
01-01-1982,25.866,Kerala
01-02-1982,27.08,Kerala
01-03-1982,28.462,Kerala
01-04-1982,29.053,Kerala
01-05-1982,28.397,Kerala
01-06-1982,26.261,Kerala
01-07-1982,25.541,Kerala
01-08-1982,25.621,Kerala
01-09-1982,26.328,Kerala
01-10-1982,26.69,Kerala
01-11-1982,26.613,Kerala
01-12-1982,26.077,Kerala
01-01-1983,26.04,Kerala
01-02-1983,27.47,Kerala
01-03-1983,28.74,Kerala
01-04-1983,29.455,Kerala
01-05-1983,29.2,Kerala
01-06-1983,27.45,Kerala
01-07-1983,26.264,Kerala
01-08-1983,25.682,Kerala
01-09-1983,25.747,Kerala
01-10-1983,26.368,Kerala
01-11-1983,26.215,Kerala
01-12-1983,26.308,Kerala
01-01-1984,26.296,Kerala
01-02-1984,27.058,Kerala
01-03-1984,27.856,Kerala
01-04-1984,28.312,Kerala
01-05-1984,28.944,Kerala
01-06-1984,25.621,Kerala
01-07-1984,25.175,Kerala
01-08-1984,25.662,Kerala
01-09-1984,25.954,Kerala
01-10-1984,25.53,Kerala
01-11-1984,26.419,Kerala
01-12-1984,25.888,Kerala
01-01-1985,26.336,Kerala
01-02-1985,27.332,Kerala
01-03-1985,28.868,Kerala
01-04-1985,29.156,Kerala
01-05-1985,28.539,Kerala
01-06-1985,25.353,Kerala
01-07-1985,25.26,Kerala
01-08-1985,25.389,Kerala
01-09-1985,26.177,Kerala
01-10-1985,26.175,Kerala
01-11-1985,25.959,Kerala
01-12-1985,26.305,Kerala
01-01-1986,26.091,Kerala
01-02-1986,26.831,Kerala
01-03-1986,28.61,Kerala
01-04-1986,29.389,Kerala
01-05-1986,28.769,Kerala
01-06-1986,26.409,Kerala
01-07-1986,26.016,Kerala
01-08-1986,25.187,Kerala
01-09-1986,26.071,Kerala
01-10-1986,26.594,Kerala
01-11-1986,26.276,Kerala
01-12-1986,26.759,Kerala
01-01-1987,26.595,Kerala
01-02-1987,27.098,Kerala
01-03-1987,28.515,Kerala
01-04-1987,29.478,Kerala
01-05-1987,28.91,Kerala
01-06-1987,26.738,Kerala
01-07-1987,26.862,Kerala
01-08-1987,26.186,Kerala
01-09-1987,27.107,Kerala
01-10-1987,26.8,Kerala
01-11-1987,26.876,Kerala
01-12-1987,26.673,Kerala
01-01-1988,26.413,Kerala
01-02-1988,27.974,Kerala
01-03-1988,29.087,Kerala
01-04-1988,28.623,Kerala
01-05-1988,28.978,Kerala
01-06-1988,26.415,Kerala
01-07-1988,25.645,Kerala
01-08-1988,25.869,Kerala
01-09-1988,26.014,Kerala
01-10-1988,26.676,Kerala
01-11-1988,26.404,Kerala
01-12-1988,26.124,Kerala
01-01-1989,26.125,Kerala
01-02-1989,26.751,Kerala
01-03-1989,28.087,Kerala
01-04-1989,28.903,Kerala
01-05-1989,28.387,Kerala
01-06-1989,25.767,Kerala
01-07-1989,25.268,Kerala
01-08-1989,25.529,Kerala
01-09-1989,25.775,Kerala
01-10-1989,26.383,Kerala
01-11-1989,26.644,Kerala
01-12-1989,26.313,Kerala
01-01-1990,25.872,Kerala
01-02-1990,27.42,Kerala
01-03-1990,28.638,Kerala
01-04-1990,29.411,Kerala
01-05-1990,27.631,Kerala
01-06-1990,26.331,Kerala
01-07-1990,25.215,Kerala
01-08-1990,25.512,Kerala
01-09-1990,26.246,Kerala
01-10-1990,26.434,Kerala
01-11-1990,26.316,Kerala
01-12-1990,26.536,Kerala
01-01-1991,26.639,Kerala
01-02-1991,27.293,Kerala
01-03-1991,29.211,Kerala
01-04-1991,29.141,Kerala
01-05-1991,29.372,Kerala
01-06-1991,26.085,Kerala
01-07-1991,25.604,Kerala
01-08-1991,25.46,Kerala
01-09-1991,26.687,Kerala
01-10-1991,26.147,Kerala
01-11-1991,26.469,Kerala
01-12-1991,25.859,Kerala
01-01-1992,25.538,Kerala
01-02-1992,26.985,Kerala
01-03-1992,28.255,Kerala
01-04-1992,29.237,Kerala
01-05-1992,28.264,Kerala
01-06-1992,26.515,Kerala
01-07-1992,25.176,Kerala
01-08-1992,25.427,Kerala
01-09-1992,25.949,Kerala
01-10-1992,26.062,Kerala
01-11-1992,26.285,Kerala
01-12-1992,25.615,Kerala
01-01-1993,25.529,Kerala
01-02-1993,26.725,Kerala
01-03-1993,28.368,Kerala
01-04-1993,29.036,Kerala
01-05-1993,28.673,Kerala
01-06-1993,26.538,Kerala
01-07-1993,25.264,Kerala
01-08-1993,25.997,Kerala
01-09-1993,26.226,Kerala
01-10-1993,26.018,Kerala
01-11-1993,26.125,Kerala
01-12-1993,25.959,Kerala
01-01-1994,26.346,Kerala
01-02-1994,27.141,Kerala
01-03-1994,28.579,Kerala
01-04-1994,28.387,Kerala
01-05-1994,28.621,Kerala
01-06-1994,25.991,Kerala
01-07-1994,25.186,Kerala
01-08-1994,25.792,Kerala
01-09-1994,26.409,Kerala
01-10-1994,26.165,Kerala
01-11-1994,26.42,Kerala
01-12-1994,26.176,Kerala
01-01-1995,26.365,Kerala
01-02-1995,27.596,Kerala
01-03-1995,28.648,Kerala
01-04-1995,28.862,Kerala
01-05-1995,28.097,Kerala
01-06-1995,26.856,Kerala
01-07-1995,25.543,Kerala
01-08-1995,25.956,Kerala
01-09-1995,26.491,Kerala
01-10-1995,26.638,Kerala
01-11-1995,26.615,Kerala
01-12-1995,26.034,Kerala
01-01-1996,26.444,Kerala
01-02-1996,27.307,Kerala
01-03-1996,28.849,Kerala
01-04-1996,28.831,Kerala
01-05-1996,28.95,Kerala
01-06-1996,26.518,Kerala
01-07-1996,25.52,Kerala
01-08-1996,25.563,Kerala
01-09-1996,25.953,Kerala
01-10-1996,26.143,Kerala
01-11-1996,26.705,Kerala
01-12-1996,25.668,Kerala
01-01-1997,26.241,Kerala
01-02-1997,26.988,Kerala
01-03-1997,28.696,Kerala
01-04-1997,28.785,Kerala
01-05-1997,28.792,Kerala
01-06-1997,27.028,Kerala
01-07-1997,25.813,Kerala
01-08-1997,26.001,Kerala
01-09-1997,26.639,Kerala
01-10-1997,26.908,Kerala
01-11-1997,26.961,Kerala
01-12-1997,27.167,Kerala
01-01-1998,27.466,Kerala
01-02-1998,28.12,Kerala
01-03-1998,29.438,Kerala
01-04-1998,30.336,Kerala
01-05-1998,29.54,Kerala
01-06-1998,27.063,Kerala
01-07-1998,25.913,Kerala
01-08-1998,26.335,Kerala
01-09-1998,26.047,Kerala
01-10-1998,26.088,Kerala
01-11-1998,26.633,Kerala
01-12-1998,26.129,Kerala
01-01-1999,26.21,Kerala
01-02-1999,27.591,Kerala
01-03-1999,29.126,Kerala
01-04-1999,28.565,Kerala
01-05-1999,27.019,Kerala
01-06-1999,26.045,Kerala
01-07-1999,25.277,Kerala
01-08-1999,25.906,Kerala
01-09-1999,26.609,Kerala
01-10-1999,25.961,Kerala
01-11-1999,26.58,Kerala
01-12-1999,26.202,Kerala
01-01-2000,26.71,Kerala
01-02-2000,27.173,Kerala
01-03-2000,28.452,Kerala
01-04-2000,28.956,Kerala
01-05-2000,28.534,Kerala
01-06-2000,25.685,Kerala
01-07-2000,25.727,Kerala
01-08-2000,25.207,Kerala
01-09-2000,26.282,Kerala
01-10-2000,26.246,Kerala
01-11-2000,26.822,Kerala
01-12-2000,25.833,Kerala
01-01-2001,26.602,Kerala
01-02-2001,27.758,Kerala
01-03-2001,28.751,Kerala
01-04-2001,28.456,Kerala
01-05-2001,28.397,Kerala
01-06-2001,25.996,Kerala
01-07-2001,25.557,Kerala
01-08-2001,25.688,Kerala
01-09-2001,26.367,Kerala
01-10-2001,26.422,Kerala
01-11-2001,26.865,Kerala
01-12-2001,26.314,Kerala
01-01-2002,26.659,Kerala
01-02-2002,27.383,Kerala
01-03-2002,28.916,Kerala
01-04-2002,29.365,Kerala
01-05-2002,28.494,Kerala
01-06-2002,26.648,Kerala
01-07-2002,26.33,Kerala
01-08-2002,25.718,Kerala
01-09-2002,26.764,Kerala
01-10-2002,26.452,Kerala
01-11-2002,26.743,Kerala
01-12-2002,26.17,Kerala
01-01-2003,26.641,Kerala
01-02-2003,27.883,Kerala
01-03-2003,28.748,Kerala
01-04-2003,29.112,Kerala
01-05-2003,29.165,Kerala
01-06-2003,27.113,Kerala
01-07-2003,25.973,Kerala
01-08-2003,26.224,Kerala
01-09-2003,26.754,Kerala
01-10-2003,26.477,Kerala
01-11-2003,26.672,Kerala
01-12-2003,26.189,Kerala
01-01-2004,26.472,Kerala
01-02-2004,27.411,Kerala
01-03-2004,29.026,Kerala
01-04-2004,29.219,Kerala
01-05-2004,26.847,Kerala
01-06-2004,26.183,Kerala
01-07-2004,25.673,Kerala
01-08-2004,25.875,Kerala
01-09-2004,26.046,Kerala
01-10-2004,26.216,Kerala
01-11-2004,26.52,Kerala
01-12-2004,26.266,Kerala
01-01-2005,26.73,Kerala
01-02-2005,27.636,Kerala
01-03-2005,28.887,Kerala
01-04-2005,28.505,Kerala
01-05-2005,28.915,Kerala
01-06-2005,26.612,Kerala
01-07-2005,25.713,Kerala
01-08-2005,26.249,Kerala
01-09-2005,26.107,Kerala
01-10-2005,26.372,Kerala
01-11-2005,26.062,Kerala
01-12-2005,26.14,Kerala
01-01-2006,26.379,Kerala
01-02-2006,26.989,Kerala
01-03-2006,28.546,Kerala
01-04-2006,29.111,Kerala
01-05-2006,27.959,Kerala
01-06-2006,26.589,Kerala
01-07-2006,26.078,Kerala
01-08-2006,26.056,Kerala
01-09-2006,26.058,Kerala
01-10-2006,26.244,Kerala
01-11-2006,26.529,Kerala
01-12-2006,26.301,Kerala
01-01-2007,26.5,Kerala
01-02-2007,27.176,Kerala
01-03-2007,28.873,Kerala
01-04-2007,29.152,Kerala
01-05-2007,28.73,Kerala
01-06-2007,26.399,Kerala
01-07-2007,25.636,Kerala
01-08-2007,25.747,Kerala
01-09-2007,26.003,Kerala
01-10-2007,26.372,Kerala
01-11-2007,26.524,Kerala
01-12-2007,26.327,Kerala
01-01-2008,26.342,Kerala
01-02-2008,27.378,Kerala
01-03-2008,27.388,Kerala
01-04-2008,28.43,Kerala
01-05-2008,28.373,Kerala
01-06-2008,26.404,Kerala
01-07-2008,25.795,Kerala
01-08-2008,25.971,Kerala
01-09-2008,26.381,Kerala
01-10-2008,26.553,Kerala
01-11-2008,26.865,Kerala
01-12-2008,26.484,Kerala
01-01-2009,26.36,Kerala
01-02-2009,27.576,Kerala
01-03-2009,28.816,Kerala
01-04-2009,29.326,Kerala
01-05-2009,28.592,Kerala
01-06-2009,26.713,Kerala
01-07-2009,25.684,Kerala
01-08-2009,26.352,Kerala
01-09-2009,26.528,Kerala
01-10-2009,27.026,Kerala
01-11-2009,26.815,Kerala
01-12-2009,26.909,Kerala
01-01-2010,26.817,Kerala
01-02-2010,27.953,Kerala
01-03-2010,29.541,Kerala
01-04-2010,29.578,Kerala
01-05-2010,29.071,Kerala
01-06-2010,26.769,Kerala
01-07-2010,25.744,Kerala
01-08-2010,25.7,Kerala
01-09-2010,26.38,Kerala
01-10-2010,26.294,Kerala
01-11-2010,26.327,Kerala
01-12-2010,25.933,Kerala
01-01-2011,26.368,Kerala
01-02-2011,26.924,Kerala
01-03-2011,28.691,Kerala
01-04-2011,28.435,Kerala
01-05-2011,28.684,Kerala
01-06-2011,26.462,Kerala
01-07-2011,25.629,Kerala
01-08-2011,25.857,Kerala
01-09-2011,26.514,Kerala
01-10-2011,26.98,Kerala
01-11-2011,26.739,Kerala
01-12-2011,26.424,Kerala
01-01-2012,26.285,Kerala
01-02-2012,27.59,Kerala
01-03-2012,28.886,Kerala
01-04-2012,28.967,Kerala
01-05-2012,28.846,Kerala
01-06-2012,26.961,Kerala
01-07-2012,26.588,Kerala
01-08-2012,26.253,Kerala
01-09-2012,26.942,Kerala
01-10-2012,27.106,Kerala
01-11-2012,27.119,Kerala
01-12-2012,27.003,Kerala
01-01-2013,27.038,Kerala
01-02-2013,27.787,Kerala
01-03-2013,29.112,Kerala
01-04-2013,29.982,Kerala
01-05-2013,29.335,Kerala
01-06-2013,25.927,Kerala
01-07-2013,25.57,Kerala
01-08-2013,26.167,Kerala
,,
01-01-1980,18.523,Madhya Pradesh
01-02-1980,21.614,Madhya Pradesh
01-03-1980,25.947,Madhya Pradesh
01-04-1980,32.094,Madhya Pradesh
01-05-1980,35.243,Madhya Pradesh
01-06-1980,30.569,Madhya Pradesh
01-07-1980,27.315,Madhya Pradesh
01-08-1980,26.494,Madhya Pradesh
01-09-1980,27.542,Madhya Pradesh
01-10-1980,26.605,Madhya Pradesh
01-11-1980,22.555,Madhya Pradesh
01-12-1980,18.186,Madhya Pradesh
01-01-1981,17.36,Madhya Pradesh
01-02-1981,21.542,Madhya Pradesh
01-03-1981,25.191,Madhya Pradesh
01-04-1981,31.127,Madhya Pradesh
01-05-1981,33.912,Madhya Pradesh
01-06-1981,33.245,Madhya Pradesh
01-07-1981,27.312,Madhya Pradesh
01-08-1981,26.73,Madhya Pradesh
01-09-1981,27.495,Madhya Pradesh
01-10-1981,25.806,Madhya Pradesh
01-11-1981,20.728,Madhya Pradesh
01-12-1981,17.647,Madhya Pradesh
01-01-1982,18.639,Madhya Pradesh
01-02-1982,19.773,Madhya Pradesh
01-03-1982,24.093,Madhya Pradesh
01-04-1982,29.855,Madhya Pradesh
01-05-1982,31.995,Madhya Pradesh
01-06-1982,32.362,Madhya Pradesh
01-07-1982,29.105,Madhya Pradesh
01-08-1982,26.353,Madhya Pradesh
01-09-1982,27.282,Madhya Pradesh
01-10-1982,26.356,Madhya Pradesh
01-11-1982,21.79,Madhya Pradesh
01-12-1982,19.214,Madhya Pradesh
01-01-1983,17.21,Madhya Pradesh
01-02-1983,19.57,Madhya Pradesh
01-03-1983,25.235,Madhya Pradesh
01-04-1983,28.806,Madhya Pradesh
01-05-1983,33.103,Madhya Pradesh
01-06-1983,32.855,Madhya Pradesh
01-07-1983,28.335,Madhya Pradesh
01-08-1983,27.312,Madhya Pradesh
01-09-1983,27.031,Madhya Pradesh
01-10-1983,24.509,Madhya Pradesh
01-11-1983,19.911,Madhya Pradesh
01-12-1983,17.545,Madhya Pradesh
01-01-1984,17.418,Madhya Pradesh
01-02-1984,18.656,Madhya Pradesh
01-03-1984,26.506,Madhya Pradesh
01-04-1984,30.949,Madhya Pradesh
01-05-1984,35.183,Madhya Pradesh
01-06-1984,31.581,Madhya Pradesh
01-07-1984,27.955,Madhya Pradesh
01-08-1984,26.014,Madhya Pradesh
01-09-1984,26.277,Madhya Pradesh
01-10-1984,25.512,Madhya Pradesh
01-11-1984,20.902,Madhya Pradesh
01-12-1984,18.64,Madhya Pradesh
01-01-1985,18.195,Madhya Pradesh
01-02-1985,20.482,Madhya Pradesh
01-03-1985,27.584,Madhya Pradesh
01-04-1985,30.992,Madhya Pradesh
01-05-1985,34.607,Madhya Pradesh
01-06-1985,32.201,Madhya Pradesh
01-07-1985,27.82,Madhya Pradesh
01-08-1985,26.311,Madhya Pradesh
01-09-1985,27.129,Madhya Pradesh
01-10-1985,24.258,Madhya Pradesh
01-11-1985,21.568,Madhya Pradesh
01-12-1985,19.244,Madhya Pradesh
01-01-1986,17.91,Madhya Pradesh
01-02-1986,20.151,Madhya Pradesh
01-03-1986,25.656,Madhya Pradesh
01-04-1986,30.799,Madhya Pradesh
01-05-1986,33.1,Madhya Pradesh
01-06-1986,32.008,Madhya Pradesh
01-07-1986,27.214,Madhya Pradesh
01-08-1986,26.644,Madhya Pradesh
01-09-1986,27.978,Madhya Pradesh
01-10-1986,26.14,Madhya Pradesh
01-11-1986,22.627,Madhya Pradesh
01-12-1986,17.764,Madhya Pradesh
01-01-1987,17.904,Madhya Pradesh
01-02-1987,21.242,Madhya Pradesh
01-03-1987,26.069,Madhya Pradesh
01-04-1987,30.993,Madhya Pradesh
01-05-1987,32.493,Madhya Pradesh
01-06-1987,33.414,Madhya Pradesh
01-07-1987,29.395,Madhya Pradesh
01-08-1987,28.218,Madhya Pradesh
01-09-1987,28.121,Madhya Pradesh
01-10-1987,26.33,Madhya Pradesh
01-11-1987,22.104,Madhya Pradesh
01-12-1987,17.988,Madhya Pradesh
01-01-1988,18.911,Madhya Pradesh
01-02-1988,21.948,Madhya Pradesh
01-03-1988,25.915,Madhya Pradesh
01-04-1988,31.503,Madhya Pradesh
01-05-1988,35.451,Madhya Pradesh
