date,AverageTemperature,State
01-01-1980,23.799,Andhra Pradesh
01-02-1980,26.515,Andhra Pradesh
01-03-1980,29.37,Andhra Pradesh
01-04-1980,32.125,Andhra Pradesh
01-05-1980,34.121,Andhra Pradesh
01-06-1980,29.634,Andhra Pradesh
01-07-1980,28.18,Andhra Pradesh
01-08-1980,27.273,Andhra Pradesh
01-09-1980,27.967,Andhra Pradesh
01-10-1980,27.347,Andhra Pradesh
01-11-1980,24.864,Andhra Pradesh
01-12-1980,23.05,Andhra Pradesh
01-01-1981,22.669,Andhra Pradesh
01-02-1981,26.009,Andhra Pradesh
01-03-1981,28.351,Andhra Pradesh
01-04-1981,31.778,Andhra Pradesh
01-05-1981,32.792,Andhra Pradesh
01-06-1981,30.727,Andhra Pradesh
01-07-1981,28.372,Andhra Pradesh
01-08-1981,27.267,Andhra Pradesh
01-09-1981,27.303,Andhra Pradesh
01-10-1981,26.636,Andhra Pradesh
01-11-1981,24.095,Andhra Pradesh
01-12-1981,22.323,Andhra Pradesh
01-01-1982,23.384,Andhra Pradesh
01-02-1982,26.327,Andhra Pradesh
01-03-1982,29.159,Andhra Pradesh
01-04-1982,31.286,Andhra Pradesh
01-05-1982,32.251,Andhra Pradesh
01-06-1982,30.713,Andhra Pradesh
01-07-1982,28.713,Andhra Pradesh
01-08-1982,27.9,Andhra Pradesh
01-09-1982,27.777,Andhra Pradesh
01-10-1982,27.028,Andhra Pradesh
01-11-1982,24.741,Andhra Pradesh
01-12-1982,22.867,Andhra Pradesh
01-01-1983,22.922,Andhra Pradesh
01-02-1983,26.43,Andhra Pradesh
01-03-1983,29.657,Andhra Pradesh
01-04-1983,31.819,Andhra Pradesh
01-05-1983,33.136,Andhra Pradesh
01-06-1983,31.478,Andhra Pradesh
01-07-1983,28.7,Andhra Pradesh
01-08-1983,27.531,Andhra Pradesh
01-09-1983,27.037,Andhra Pradesh
01-10-1983,26.26,Andhra Pradesh
01-11-1983,23.752,Andhra Pradesh
01-12-1983,22.301,Andhra Pradesh
01-01-1984,23.853,Andhra Pradesh
01-02-1984,25.211,Andhra Pradesh
01-03-1984,28.538,Andhra Pradesh
01-04-1984,31.253,Andhra Pradesh
01-05-1984,33.973,Andhra Pradesh
01-06-1984,30.443,Andhra Pradesh
01-07-1984,27.637,Andhra Pradesh
01-08-1984,28.01,Andhra Pradesh
01-09-1984,27.816,Andhra Pradesh
01-10-1984,26.754,Andhra Pradesh
01-11-1984,23.633,Andhra Pradesh
01-12-1984,23.378,Andhra Pradesh
01-01-1985,23.948,Andhra Pradesh
01-02-1985,26.14,Andhra Pradesh
01-03-1985,29.614,Andhra Pradesh
01-04-1985,32.238,Andhra Pradesh
01-05-1985,33.389,Andhra Pradesh
01-06-1985,29.798,Andhra Pradesh
01-07-1985,27.71,Andhra Pradesh
01-08-1985,27.769,Andhra Pradesh
01-09-1985,28.238,Andhra Pradesh
01-10-1985,25.953,Andhra Pradesh
01-11-1985,24.037,Andhra Pradesh
01-12-1985,23.188,Andhra Pradesh
01-01-1986,22.295,Andhra Pradesh
01-02-1986,25.556,Andhra Pradesh
01-03-1986,29.196,Andhra Pradesh
01-04-1986,31.809,Andhra Pradesh
01-05-1986,33.341,Andhra Pradesh
01-06-1986,30.337,Andhra Pradesh
01-07-1986,28.605,Andhra Pradesh
01-08-1986,27.771,Andhra Pradesh
01-09-1986,28.639,Andhra Pradesh
01-10-1986,27.481,Andhra Pradesh
01-11-1986,25.12,Andhra Pradesh
01-12-1986,23.526,Andhra Pradesh
01-01-1987,23.331,Andhra Pradesh
01-02-1987,24.991,Andhra Pradesh
01-03-1987,28.42,Andhra Pradesh
01-04-1987,32.05,Andhra Pradesh
01-05-1987,32.304,Andhra Pradesh
01-06-1987,31.492,Andhra Pradesh
01-07-1987,28.952,Andhra Pradesh
01-08-1987,28.192,Andhra Pradesh
01-09-1987,29.008,Andhra Pradesh
01-10-1987,27.029,Andhra Pradesh
01-11-1987,24.743,Andhra Pradesh
01-12-1987,22.814,Andhra Pradesh
01-01-1988,23.447,Andhra Pradesh
01-02-1988,26.5,Andhra Pradesh
01-03-1988,29.632,Andhra Pradesh
01-04-1988,31.109,Andhra Pradesh
01-05-1988,33.957,Andhra Pradesh
01-06-1988,31.178,Andhra Pradesh
01-07-1988,27.733,Andhra Pradesh
01-08-1988,27.459,Andhra Pradesh
01-09-1988,27.51,Andhra Pradesh
01-10-1988,26.763,Andhra Pradesh
01-11-1988,24.079,Andhra Pradesh
01-12-1988,22.652,Andhra Pradesh
01-01-1989,23.002,Andhra Pradesh
01-02-1989,25.222,Andhra Pradesh
01-03-1989,27.911,Andhra Pradesh
01-04-1989,31.453,Andhra Pradesh
01-05-1989,33.296,Andhra Pradesh
01-06-1989,29.82,Andhra Pradesh
01-07-1989,27.728,Andhra Pradesh
01-08-1989,27.432,Andhra Pradesh
01-09-1989,27.443,Andhra Pradesh
01-10-1989,27.184,Andhra Pradesh
01-11-1989,24.635,Andhra Pradesh
01-12-1989,22.409,Andhra Pradesh
01-01-1990,23.43,Andhra Pradesh
01-02-1990,25.968,Andhra Pradesh
01-03-1990,28.721,Andhra Pradesh
01-04-1990,31.704,Andhra Pradesh
01-05-1990,30.271,Andhra Pradesh
01-06-1990,29.076,Andhra Pradesh
01-07-1990,27.701,Andhra Pradesh
01-08-1990,27.482,Andhra Pradesh
01-09-1990,27.809,Andhra Pradesh
01-10-1990,26.074,Andhra Pradesh
01-11-1990,24.865,Andhra Pradesh
01-12-1990,23.035,Andhra Pradesh
01-01-1991,23.605,Andhra Pradesh
01-02-1991,26.319,Andhra Pradesh
01-03-1991,29.514,Andhra Pradesh
01-04-1991,31.479,Andhra Pradesh
01-05-1991,33.43,Andhra Pradesh
01-06-1991,29.522,Andhra Pradesh
01-07-1991,27.76,Andhra Pradesh
01-08-1991,27.534,Andhra Pradesh
01-09-1991,28.319,Andhra Pradesh
01-10-1991,26.747,Andhra Pradesh
01-11-1991,23.908,Andhra Pradesh
01-12-1991,22.154,Andhra Pradesh
01-01-1992,22.054,Andhra Pradesh
01-02-1992,25.482,Andhra Pradesh
01-03-1992,29.009,Andhra Pradesh
01-04-1992,31.44,Andhra Pradesh
01-05-1992,32.776,Andhra Pradesh
01-06-1992,30.909,Andhra Pradesh
01-07-1992,28.725,Andhra Pradesh
01-08-1992,27.151,Andhra Pradesh
01-09-1992,27.759,Andhra Pradesh
01-10-1992,26.882,Andhra Pradesh
01-11-1992,24.739,Andhra Pradesh
01-12-1992,21.772,Andhra Pradesh
01-01-1993,23.376,Andhra Pradesh
01-02-1993,24.853,Andhra Pradesh
01-03-1993,28.546,Andhra Pradesh
01-04-1993,31.36,Andhra Pradesh
01-05-1993,33.207,Andhra Pradesh
01-06-1993,31.284,Andhra Pradesh
01-07-1993,28.487,Andhra Pradesh
01-08-1993,27.836,Andhra Pradesh
01-09-1993,27.578,Andhra Pradesh
01-10-1993,26.692,Andhra Pradesh
01-11-1993,24.381,Andhra Pradesh
01-12-1993,21.777,Andhra Pradesh
01-01-1994,23.319,Andhra Pradesh
01-02-1994,25.594,Andhra Pradesh
01-03-1994,29.494,Andhra Pradesh
01-04-1994,30.98,Andhra Pradesh
01-05-1994,33.579,Andhra Pradesh
01-06-1994,30.246,Andhra Pradesh
01-07-1994,27.486,Andhra Pradesh
01-08-1994,27.391,Andhra Pradesh
01-09-1994,28.041,Andhra Pradesh
01-10-1994,26.53,Andhra Pradesh
01-11-1994,23.647,Andhra Pradesh
01-12-1994,21.607,Andhra Pradesh
01-01-1995,21.954,Andhra Pradesh
01-02-1995,25.565,Andhra Pradesh
01-03-1995,28.78,Andhra Pradesh
01-04-1995,31.295,Andhra Pradesh
01-05-1995,31.311,Andhra Pradesh
01-06-1995,31.836,Andhra Pradesh
01-07-1995,28.009,Andhra Pradesh
01-08-1995,28.201,Andhra Pradesh
01-09-1995,27.907,Andhra Pradesh
01-10-1995,26.558,Andhra Pradesh
01-11-1995,25.154,Andhra Pradesh
01-12-1995,23.037,Andhra Pradesh
01-01-1996,24.041,Andhra Pradesh
01-02-1996,25.831,Andhra Pradesh
01-03-1996,29.313,Andhra Pradesh
01-04-1996,30.99,Andhra Pradesh
01-05-1996,33.711,Andhra Pradesh
01-06-1996,30.519,Andhra Pradesh
01-07-1996,28.369,Andhra Pradesh
01-08-1996,27.384,Andhra Pradesh
01-09-1996,27.677,Andhra Pradesh
01-10-1996,26.209,Andhra Pradesh
01-11-1996,24.744,Andhra Pradesh
01-12-1996,22.21,Andhra Pradesh
01-01-1997,22.338,Andhra Pradesh
01-02-1997,24.998,Andhra Pradesh
01-03-1997,28.734,Andhra Pradesh
01-04-1997,29.748,Andhra Pradesh
01-05-1997,32.798,Andhra Pradesh
01-06-1997,31.419,Andhra Pradesh
01-07-1997,28.878,Andhra Pradesh
01-08-1997,28.34,Andhra Pradesh
01-09-1997,27.953,Andhra Pradesh
01-10-1997,26.977,Andhra Pradesh
01-11-1997,25.77,Andhra Pradesh
01-12-1997,24.282,Andhra Pradesh
01-01-1998,24.572,Andhra Pradesh
01-02-1998,26.34,Andhra Pradesh
01-03-1998,29.402,Andhra Pradesh
01-04-1998,31.959,Andhra Pradesh
01-05-1998,33.773,Andhra Pradesh
01-06-1998,31.867,Andhra Pradesh
01-07-1998,28.811,Andhra Pradesh
01-08-1998,28.134,Andhra Pradesh
01-09-1998,27.757,Andhra Pradesh
01-10-1998,26.733,Andhra Pradesh
01-11-1998,25.238,Andhra Pradesh
01-12-1998,22.212,Andhra Pradesh
01-01-1999,22.558,Andhra Pradesh
01-02-1999,26.216,Andhra Pradesh
01-03-1999,29.514,Andhra Pradesh
01-04-1999,32.184,Andhra Pradesh
01-05-1999,31.814,Andhra Pradesh
01-06-1999,29.904,Andhra Pradesh
01-07-1999,28.443,Andhra Pradesh
01-08-1999,27.761,Andhra Pradesh
01-09-1999,27.713,Andhra Pradesh
01-10-1999,26.887,Andhra Pradesh
01-11-1999,24.856,Andhra Pradesh
01-12-1999,22.48,Andhra Pradesh
01-01-2000,23.721,Andhra Pradesh
01-02-2000,25.826,Andhra Pradesh
01-03-2000,28.618,Andhra Pradesh
01-04-2000,32.26,Andhra Pradesh
01-05-2000,32.539,Andhra Pradesh
01-06-2000,29.131,Andhra Pradesh
01-07-2000,27.911,Andhra Pradesh
01-08-2000,27.348,Andhra Pradesh
01-09-2000,28.093,Andhra Pradesh
01-10-2000,27.314,Andhra Pradesh
01-11-2000,25.13,Andhra Pradesh
01-12-2000,22.216,Andhra Pradesh
01-01-2001,23.408,Andhra Pradesh
01-02-2001,26.557,Andhra Pradesh
01-03-2001,29.292,Andhra Pradesh
01-04-2001,30.923,Andhra Pradesh
01-05-2001,33.604,Andhra Pradesh
01-06-2001,29.87,Andhra Pradesh
01-07-2001,28.851,Andhra Pradesh
01-08-2001,27.498,Andhra Pradesh
01-09-2001,28.43,Andhra Pradesh
01-10-2001,26.67,Andhra Pradesh
01-11-2001,25.458,Andhra Pradesh
01-12-2001,22.85,Andhra Pradesh
01-01-2002,23.424,Andhra Pradesh
01-02-2002,25.884,Andhra Pradesh
01-03-2002,29.457,Andhra Pradesh
01-04-2002,32.116,Andhra Pradesh
01-05-2002,33.476,Andhra Pradesh
01-06-2002,30.228,Andhra Pradesh
01-07-2002,29.714,Andhra Pradesh
01-08-2002,27.435,Andhra Pradesh
01-09-2002,28.557,Andhra Pradesh
01-10-2002,27.263,Andhra Pradesh
01-11-2002,24.459,Andhra Pradesh
01-12-2002,23.363,Andhra Pradesh
01-01-2003,23.486,Andhra Pradesh
01-02-2003,26.821,Andhra Pradesh
01-03-2003,29.315,Andhra Pradesh
01-04-2003,31.949,Andhra Pradesh
01-05-2003,34.129,Andhra Pradesh
01-06-2003,32.092,Andhra Pradesh
01-07-2003,28.162,Andhra Pradesh
01-08-2003,27.79,Andhra Pradesh
01-09-2003,28.174,Andhra Pradesh
01-10-2003,26.907,Andhra Pradesh
01-11-2003,24.937,Andhra Pradesh
01-12-2003,22.632,Andhra Pradesh
01-01-2004,23.131,Andhra Pradesh
01-02-2004,25.397,Andhra Pradesh
01-03-2004,29.654,Andhra Pradesh
01-04-2004,31.879,Andhra Pradesh
01-05-2004,31.491,Andhra Pradesh
01-06-2004,30.196,Andhra Pradesh
01-07-2004,28.214,Andhra Pradesh
01-08-2004,28.039,Andhra Pradesh
01-09-2004,27.904,Andhra Pradesh
01-10-2004,26.495,Andhra Pradesh
01-11-2004,24.693,Andhra Pradesh
01-12-2004,22.828,Andhra Pradesh
01-01-2005,24.122,Andhra Pradesh
01-02-2005,26.413,Andhra Pradesh
01-03-2005,29.462,Andhra Pradesh
01-04-2005,31.311,Andhra Pradesh
01-05-2005,33.12,Andhra Pradesh
01-06-2005,31.817,Andhra Pradesh
01-07-2005,28.186,Andhra Pradesh
01-08-2005,27.991,Andhra Pradesh
01-09-2005,27.681,Andhra Pradesh
01-10-2005,26.568,Andhra Pradesh
01-11-2005,23.639,Andhra Pradesh
01-12-2005,22.54,Andhra Pradesh
01-01-2006,23.234,Andhra Pradesh
01-02-2006,25.835,Andhra Pradesh
01-03-2006,28.584,Andhra Pradesh
01-04-2006,31.413,Andhra Pradesh
01-05-2006,32.282,Andhra Pradesh
01-06-2006,30.538,Andhra Pradesh
01-07-2006,28.827,Andhra Pradesh
01-08-2006,27.915,Andhra Pradesh
01-09-2006,28.124,Andhra Pradesh
01-10-2006,27.287,Andhra Pradesh
01-11-2006,25.036,Andhra Pradesh
01-12-2006,23.23,Andhra Pradesh
01-01-2007,23.633,Andhra Pradesh
01-02-2007,25.633,Andhra Pradesh
01-03-2007,29.241,Andhra Pradesh
01-04-2007,31.42,Andhra Pradesh
01-05-2007,33.564,Andhra Pradesh
01-06-2007,30.026,Andhra Pradesh
01-07-2007,28.902,Andhra Pradesh
01-08-2007,27.913,Andhra Pradesh
01-09-2007,27.541,Andhra Pradesh
01-10-2007,26.726,Andhra Pradesh
01-11-2007,24.47,Andhra Pradesh
01-12-2007,23.53,Andhra Pradesh
01-01-2008,23.427,Andhra Pradesh
01-02-2008,25.562,Andhra Pradesh
01-03-2008,28.104,Andhra Pradesh
01-04-2008,31.042,Andhra Pradesh
01-05-2008,33.473,Andhra Pradesh
01-06-2008,30.188,Andhra Pradesh
01-07-2008,28.761,Andhra Pradesh
01-08-2008,27.543,Andhra Pradesh
01-09-2008,27.652,Andhra Pradesh
01-10-2008,26.95,Andhra Pradesh
01-11-2008,25.142,Andhra Pradesh
01-12-2008,23.614,Andhra Pradesh
01-01-2009,23.908,Andhra Pradesh
01-02-2009,27.064,Andhra Pradesh
01-03-2009,29.187,Andhra Pradesh
01-04-2009,32.092,Andhra Pradesh
01-05-2009,33.054,Andhra Pradesh
01-06-2009,31.567,Andhra Pradesh
01-07-2009,28.788,Andhra Pradesh
01-08-2009,28.671,Andhra Pradesh
01-09-2009,28.439,Andhra Pradesh
01-10-2009,27.216,Andhra Pradesh
01-11-2009,25.32,Andhra Pradesh
01-12-2009,23.381,Andhra Pradesh
01-01-2010,23.328,Andhra Pradesh
01-02-2010,26.29,Andhra Pradesh
01-03-2010,30.137,Andhra Pradesh
01-04-2010,32.736,Andhra Pradesh
01-05-2010,33.227,Andhra Pradesh
01-06-2010,30.94,Andhra Pradesh
01-07-2010,27.742,Andhra Pradesh
01-08-2010,27.865,Andhra Pradesh
01-09-2010,27.671,Andhra Pradesh
01-10-2010,27.014,Andhra Pradesh
01-11-2010,25.596,Andhra Pradesh
01-12-2010,22.478,Andhra Pradesh
01-01-2011,22.787,Andhra Pradesh
01-02-2011,25.268,Andhra Pradesh
01-03-2011,28.863,Andhra Pradesh
01-04-2011,30.335,Andhra Pradesh
01-05-2011,32.83,Andhra Pradesh
01-06-2011,30.611,Andhra Pradesh
01-07-2011,28.463,Andhra Pradesh
01-08-2011,27.801,Andhra Pradesh
01-09-2011,28.239,Andhra Pradesh
01-10-2011,27.568,Andhra Pradesh
01-11-2011,25.134,Andhra Pradesh
01-12-2011,23.59,Andhra Pradesh
01-01-2012,23.593,Andhra Pradesh
01-02-2012,26.181,Andhra Pradesh
01-03-2012,29.575,Andhra Pradesh
01-04-2012,31.7,Andhra Pradesh
01-05-2012,33.812,Andhra Pradesh
01-06-2012,32.136,Andhra Pradesh
01-07-2012,28.592,Andhra Pradesh
01-08-2012,28.153,Andhra Pradesh
01-09-2012,28.36,Andhra Pradesh
01-10-2012,26.894,Andhra Pradesh
01-11-2012,25.076,Andhra Pradesh
01-12-2012,24.089,Andhra Pradesh
01-01-2013,24.45,Andhra Pradesh
01-02-2013,26.2,Andhra Pradesh
01-03-2013,29.291,Andhra Pradesh
01-04-2013,31.973,Andhra Pradesh
01-05-2013,34.293,Andhra Pradesh
01-06-2013,30.074,Andhra Pradesh
01-07-2013,27.788,Andhra Pradesh
01-08-2013,27.776,Andhra Pradesh
,,
01-01-1980,5.67,Arunachal Pradesh
01-02-1980,7.993,Arunachal Pradesh
01-03-1980,11.174,Arunachal Pradesh
01-04-1980,14.521,Arunachal Pradesh
01-05-1980,16.65,Arunachal Pradesh
01-06-1980,19.887,Arunachal Pradesh
01-07-1980,20.432,Arunachal Pradesh
01-08-1980,19.925,Arunachal Pradesh
01-09-1980,19.183,Arunachal Pradesh
01-10-1980,14.628,Arunachal Pradesh
01-11-1980,11.267,Arunachal Pradesh
01-12-1980,8.414,Arunachal Pradesh
01-01-1981,6.079,Arunachal Pradesh
01-02-1981,9.237,Arunachal Pradesh
01-03-1981,10.82,Arunachal Pradesh
01-04-1981,13.583,Arunachal Pradesh
01-05-1981,16.931,Arunachal Pradesh
01-06-1981,20.219,Arunachal Pradesh
01-07-1981,20.436,Arunachal Pradesh
01-08-1981,20.781,Arunachal Pradesh
01-09-1981,19.203,Arunachal Pradesh
01-10-1981,16.638,Arunachal Pradesh
01-11-1981,11.371,Arunachal Pradesh
01-12-1981,6.753,Arunachal Pradesh
01-01-1982,7.045,Arunachal Pradesh
01-02-1982,7.347,Arunachal Pradesh
01-03-1982,11.089,Arunachal Pradesh
01-04-1982,13.412,Arunachal Pradesh
01-05-1982,17.193,Arunachal Pradesh
01-06-1982,19.383,Arunachal Pradesh
01-07-1982,20.415,Arunachal Pradesh
01-08-1982,20.553,Arunachal Pradesh
01-09-1982,19.188,Arunachal Pradesh
01-10-1982,15.119,Arunachal Pradesh
01-11-1982,10.28,Arunachal Pradesh
01-12-1982,6.687,Arunachal Pradesh
01-01-1983,4.535,Arunachal Pradesh
01-02-1983,6.089,Arunachal Pradesh
01-03-1983,10.43,Arunachal Pradesh
01-04-1983,12.623,Arunachal Pradesh
01-05-1983,16.763,Arunachal Pradesh
01-06-1983,20.074,Arunachal Pradesh
01-07-1983,20.947,Arunachal Pradesh
01-08-1983,20.271,Arunachal Pradesh
01-09-1983,19.064,Arunachal Pradesh
01-10-1983,16.538,Arunachal Pradesh
01-11-1983,10.994,Arunachal Pradesh
01-12-1983,6.697,Arunachal Pradesh
01-01-1984,5.951,Arunachal Pradesh
01-02-1984,9.393,Arunachal Pradesh
01-03-1984,12.542,Arunachal Pradesh
01-04-1984,14.561,Arunachal Pradesh
01-05-1984,16.774,Arunachal Pradesh
01-06-1984,20.03,Arunachal Pradesh
01-07-1984,19.802,Arunachal Pradesh
01-08-1984,19.923,Arunachal Pradesh
01-09-1984,17.988,Arunachal Pradesh
01-10-1984,16.707,Arunachal Pradesh
01-11-1984,10.287,Arunachal Pradesh
01-12-1984,8.32,Arunachal Pradesh
01-01-1985,6.288,Arunachal Pradesh
01-02-1985,7.934,Arunachal Pradesh
01-03-1985,12.7,Arunachal Pradesh
01-04-1985,14.465,Arunachal Pradesh
01-05-1985,17.145,Arunachal Pradesh
01-06-1985,19.439,Arunachal Pradesh
01-07-1985,19.093,Arunachal Pradesh
01-08-1985,20.733,Arunachal Pradesh
01-09-1985,18.677,Arunachal Pradesh
01-10-1985,15.729,Arunachal Pradesh
01-11-1985,10.655,Arunachal Pradesh
01-12-1985,8.027,Arunachal Pradesh
01-01-1986,7.11,Arunachal Pradesh
01-02-1986,8.414,Arunachal Pradesh
01-03-1986,11.206,Arunachal Pradesh
01-04-1986,13.168,Arunachal Pradesh
01-05-1986,17.032,Arunachal Pradesh
01-06-1986,20.639,Arunachal Pradesh
01-07-1986,20.167,Arunachal Pradesh
01-08-1986,20.057,Arunachal Pradesh
01-09-1986,18.104,Arunachal Pradesh
01-10-1986,13.935,Arunachal Pradesh
01-11-1986,11.071,Arunachal Pradesh
01-12-1986,7.505,Arunachal Pradesh
01-01-1987,6.627,Arunachal Pradesh
01-02-1987,9.285,Arunachal Pradesh
01-03-1987,11.214,Arunachal Pradesh
01-04-1987,13.713,Arunachal Pradesh
01-05-1987,17.137,Arunachal Pradesh
01-06-1987,20.658,Arunachal Pradesh
01-07-1987,19.977,Arunachal Pradesh
01-08-1987,19.249,Arunachal Pradesh
01-09-1987,18.6,Arunachal Pradesh
01-10-1987,15.454,Arunachal Pradesh
01-11-1987,12.278,Arunachal Pradesh
01-12-1987,7.904,Arunachal Pradesh
01-01-1988,7.26,Arunachal Pradesh
01-02-1988,9.686,Arunachal Pradesh
01-03-1988,11.879,Arunachal Pradesh
01-04-1988,14.269,Arunachal Pradesh
01-05-1988,17.04,Arunachal Pradesh
01-06-1988,20.221,Arunachal Pradesh
01-07-1988,20.466,Arunachal Pradesh
01-08-1988,20,Arunachal Pradesh
01-09-1988,18.913,Arunachal Pradesh
01-10-1988,16.502,Arunachal Pradesh
01-11-1988,11.437,Arunachal Pradesh
01-12-1988,8.708,Arunachal Pradesh
01-01-1989,6.341,Arunachal Pradesh
01-02-1989,7.938,Arunachal Pradesh
01-03-1989,12.242,Arunachal Pradesh
01-04-1989,13.739,Arunachal Pradesh
01-05-1989,18.134,Arunachal Pradesh
01-06-1989,20.1,Arunachal Pradesh
01-07-1989,20.18,Arunachal Pradesh
01-08-1989,20.027,Arunachal Pradesh
01-09-1989,19.313,Arunachal Pradesh
01-10-1989,16.083,Arunachal Pradesh
01-11-1989,10.754,Arunachal Pradesh
01-12-1989,6.209,Arunachal Pradesh
01-01-1990,8.006,Arunachal Pradesh
01-02-1990,8.339,Arunachal Pradesh
01-03-1990,10.16,Arunachal Pradesh
01-04-1990,12.594,Arunachal Pradesh
01-05-1990,16.891,Arunachal Pradesh
01-06-1990,19.322,Arunachal Pradesh
01-07-1990,20.035,Arunachal Pradesh
01-08-1990,20.136,Arunachal Pradesh
01-09-1990,18.223,Arunachal Pradesh
01-10-1990,15.115,Arunachal Pradesh
01-11-1990,12.217,Arunachal Pradesh
01-12-1990,8.085,Arunachal Pradesh
01-01-1991,5.547,Arunachal Pradesh
01-02-1991,9.38,Arunachal Pradesh
01-03-1991,12.099,Arunachal Pradesh
01-04-1991,13.779,Arunachal Pradesh
01-05-1991,16.223,Arunachal Pradesh
01-06-1991,19.118,Arunachal Pradesh
01-07-1991,20.159,Arunachal Pradesh
01-08-1991,19.408,Arunachal Pradesh
01-09-1991,18.241,Arunachal Pradesh
01-10-1991,15.728,Arunachal Pradesh
01-11-1991,10.395,Arunachal Pradesh
01-12-1991,6.247,Arunachal Pradesh
01-01-1992,5.43,Arunachal Pradesh
01-02-1992,5.867,Arunachal Pradesh
01-03-1992,11.642,Arunachal Pradesh
01-04-1992,14.295,Arunachal Pradesh
01-05-1992,16.343,Arunachal Pradesh
01-06-1992,19.53,Arunachal Pradesh
01-07-1992,19.391,Arunachal Pradesh
01-08-1992,19.803,Arunachal Pradesh
01-09-1992,19.043,Arunachal Pradesh
01-10-1992,14.799,Arunachal Pradesh
01-11-1992,10.318,Arunachal Pradesh
01-12-1992,5.342,Arunachal Pradesh
01-01-1993,5.9,Arunachal Pradesh
01-02-1993,8.617,Arunachal Pradesh
01-03-1993,10.667,Arunachal Pradesh
01-04-1993,13.884,Arunachal Pradesh
01-05-1993,16.603,Arunachal Pradesh
01-06-1993,18.789,Arunachal Pradesh
01-07-1993,20.175,Arunachal Pradesh
01-08-1993,19.543,Arunachal Pradesh
01-09-1993,18.124,Arunachal Pradesh
01-10-1993,15.623,Arunachal Pradesh
01-11-1993,11.269,Arunachal Pradesh
01-12-1993,8.147,Arunachal Pradesh
01-01-1994,7.85,Arunachal Pradesh
01-02-1994,7.961,Arunachal Pradesh
01-03-1994,10.969,Arunachal Pradesh
01-04-1994,14.155,Arunachal Pradesh
01-05-1994,17.922,Arunachal Pradesh
01-06-1994,19.742,Arunachal Pradesh
01-07-1994,20.694,Arunachal Pradesh
01-08-1994,20.404,Arunachal Pradesh
01-09-1994,19.857,Arunachal Pradesh
01-10-1994,15.083,Arunachal Pradesh
01-11-1994,10.629,Arunachal Pradesh
01-12-1994,6.887,Arunachal Pradesh
01-01-1995,5.852,Arunachal Pradesh
01-02-1995,7.83,Arunachal Pradesh
01-03-1995,12.193,Arunachal Pradesh
01-04-1995,14.304,Arunachal Pradesh
01-05-1995,18.346,Arunachal Pradesh
01-06-1995,20.102,Arunachal Pradesh
01-07-1995,19.598,Arunachal Pradesh
01-08-1995,19.831,Arunachal Pradesh
01-09-1995,18.494,Arunachal Pradesh
01-10-1995,16.16,Arunachal Pradesh
01-11-1995,12.116,Arunachal Pradesh
01-12-1995,7.793,Arunachal Pradesh
01-01-1996,6.543,Arunachal Pradesh
01-02-1996,8.844,Arunachal Pradesh
01-03-1996,12.092,Arunachal Pradesh
01-04-1996,14.717,Arunachal Pradesh
01-05-1996,16.862,Arunachal Pradesh
01-06-1996,19.238,Arunachal Pradesh
01-07-1996,19.557,Arunachal Pradesh
01-08-1996,19.96,Arunachal Pradesh
01-09-1996,18.768,Arunachal Pradesh
01-10-1996,15.824,Arunachal Pradesh
01-11-1996,12.024,Arunachal Pradesh
01-12-1996,7.868,Arunachal Pradesh
01-01-1997,5.575,Arunachal Pradesh
01-02-1997,6.793,Arunachal Pradesh
01-03-1997,11.456,Arunachal Pradesh
01-04-1997,12.799,Arunachal Pradesh
01-05-1997,16.946,Arunachal Pradesh
01-06-1997,18.604,Arunachal Pradesh
01-07-1997,19.882,Arunachal Pradesh
01-08-1997,20.096,Arunachal Pradesh
01-09-1997,17.675,Arunachal Pradesh
01-10-1997,14.364,Arunachal Pradesh
01-11-1997,11.044,Arunachal Pradesh
01-12-1997,7.223,Arunachal Pradesh
01-01-1998,6.16,Arunachal Pradesh
01-02-1998,8.635,Arunachal Pradesh
01-03-1998,10.722,Arunachal Pradesh
01-04-1998,14.427,Arunachal Pradesh
01-05-1998,18.45,Arunachal Pradesh
01-06-1998,19.819,Arunachal Pradesh
01-07-1998,20.12,Arunachal Pradesh
01-08-1998,19.705,Arunachal Pradesh
01-09-1998,19.051,Arunachal Pradesh
01-10-1998,17.213,Arunachal Pradesh
01-11-1998,12.792,Arunachal Pradesh
01-12-1998,8.064,Arunachal Pradesh
01-01-1999,6.904,Arunachal Pradesh
01-02-1999,11.414,Arunachal Pradesh
01-03-1999,13.274,Arunachal Pradesh
01-04-1999,16.486,Arunachal Pradesh
01-05-1999,17.42,Arunachal Pradesh
01-06-1999,20.261,Arunachal Pradesh
01-07-1999,19.727,Arunachal Pradesh
01-08-1999,19.216,Arunachal Pradesh
01-09-1999,18.855,Arunachal Pradesh
01-10-1999,16.096,Arunachal Pradesh
01-11-1999,11.945,Arunachal Pradesh
01-12-1999,7.532,Arunachal Pradesh
01-01-2000,6.258,Arunachal Pradesh
01-02-2000,7.428,Arunachal Pradesh
01-03-2000,10.701,Arunachal Pradesh
01-04-2000,14.024,Arunachal Pradesh
01-05-2000,17.203,Arunachal Pradesh
01-06-2000,19.659,Arunachal Pradesh
01-07-2000,20.131,Arunachal Pradesh
01-08-2000,19.297,Arunachal Pradesh
01-09-2000,17.902,Arunachal Pradesh
01-10-2000,15.734,Arunachal Pradesh
